Date,Coin,Open,High,Low,Close,Volume
2021-01-01,USDT,1.000614047050476,1.0020519495010376,1.000607967376709,1.0019160509109497,60509986287
2021-01-02,USDT,1.0018880367279053,1.0019910335540771,0.9995409846305847,1.000599980354309,87333964442
2021-01-03,USDT,1.000427007675171,1.0019019842147827,0.9991689920425415,1.000514030456543,120425679796
2021-01-04,USDT,1.000499963760376,1.0029939413070679,0.9994300007820129,1.0001280307769775,125906387011
2021-01-05,USDT,1.0001740455627441,1.002832055091858,0.9998440146446228,1.002202033996582,101918715244
2021-01-06,USDT,1.0022289752960205,1.0028250217437744,0.999567985534668,1.001528024673462,116105139289
2021-01-07,USDT,1.0014480352401733,1.002573013305664,0.9990699887275696,1.0003999471664429,129467601516
2021-01-08,USDT,1.0003650188446045,1.0011780261993408,0.9991350173950195,1.0000449419021606,131555961745
2021-01-09,USDT,1.0000139474868774,1.0031570196151733,0.9996370077133179,1.0029469728469849,103292241007
2021-01-10,USDT,1.0029239654541016,1.002925992012024,0.9985399842262268,1.0002230405807495,135437984723
2021-01-11,USDT,1.0002520084381104,1.0010900497436523,0.9939529895782471,1.000586986541748,180779058885
2021-01-12,USDT,1.0005919933319092,1.0012890100479126,0.9990280270576477,1.0004140138626099,117509616511
2021-01-13,USDT,1.0004910230636597,1.0010600090026855,0.9992259740829468,1.0000170469284058,98217076295
2021-01-14,USDT,1.0000200271606445,1.0008699893951416,0.9989219903945923,0.9989640116691589,97567813514
2021-01-15,USDT,0.99897700548172,1.0001670122146606,0.9985640048980713,0.999845027923584,112214718054
2021-01-16,USDT,0.9998350143432617,1.001531958580017,0.9994239807128906,1.000195026397705,101603530718
2021-01-17,USDT,1.0002269744873047,1.0007230043411255,0.9992120265960693,1.0004140138626099,91132972168
2021-01-18,USDT,1.0004119873046875,1.0011320114135742,0.9998409748077393,1.0008039474487305,81024209658
2021-01-19,USDT,1.000769019126892,1.0022759437561035,1.0000920295715332,1.0004359483718872,103734629698
2021-01-20,USDT,1.000412940979004,1.0008549690246582,0.9988610148429871,1.0006860494613647,115893865966
2021-01-21,USDT,1.0006970167160034,1.0008189678192139,0.9981439709663391,0.9996960163116455,125636003892
2021-01-22,USDT,0.999754011631012,1.0016109943389893,0.9992600083351135,1.0013500452041626,121548669235
2021-01-23,USDT,1.0013619661331177,1.0019069910049438,1.000480055809021,1.0005550384521484,80722167203
2021-01-24,USDT,1.0005550384521484,1.0031269788742065,1.00027596950531,1.0014170408248901,84413124756
2021-01-25,USDT,1.0014539957046509,1.0020699501037598,0.9996510148048401,0.9999709725379944,101158851200
2021-01-26,USDT,0.9999529719352722,1.0018260478973389,0.9999160170555115,1.0010809898376465,101647526020
2021-01-27,USDT,1.0011019706726074,1.0022039413452148,1.0004069805145264,1.0017640590667725,105901637306
2021-01-28,USDT,1.0017739534378052,1.002336025238037,1.0007649660110474,1.0015430450439453,104090387181
2021-01-29,USDT,1.0012969970703125,1.003222942352295,1.0000079870224,1.0004860162734985,183670639698
2021-01-30,USDT,1.0004830360412598,1.0013329982757568,0.9999110102653503,1.001242995262146,115648742489
2021-01-31,USDT,1.0012199878692627,1.001312017440796,1.0002620220184326,1.0008080005645752,101327508212
2021-02-01,USDT,1.000838041305542,1.001162052154541,0.9996979832649231,1.0006450414657593,117812471778
2021-02-02,USDT,1.0006450414657593,1.0017850399017334,1.0003670454025269,1.0014270544052124,112355343051
2021-02-03,USDT,1.0013890266418457,1.0023260116577148,1.0007859468460083,1.0010130405426025,106216534834
2021-02-04,USDT,1.0009889602661133,1.001531958580017,1.0005090236663818,1.0008039474487305,130071476669
2021-02-05,USDT,1.0007879734039307,1.0015740394592285,0.9999619722366333,1.0001310110092163,116242339499
2021-02-06,USDT,1.0001269578933716,1.002163052558899,1.000067949295044,1.0011290311813354,121039422025
2021-02-07,USDT,1.0011240243911743,1.0014820098876953,1.0003080368041992,1.0012110471725464,130348566847
2021-02-08,USDT,1.0012409687042236,1.0031429529190063,1.0002909898757935,1.0010440349578857,156718232410
2021-02-09,USDT,1.001081943511963,1.0028820037841797,1.0004379749298096,1.0012320280075073,155577364901
2021-02-10,USDT,1.0012680292129517,1.0017030239105225,1.0003230571746826,1.000722050666809,167294523848
2021-02-11,USDT,1.0007009506225586,1.001315951347351,1.0002399682998657,1.0003670454025269,144658901916
2021-02-12,USDT,1.0004669427871704,1.001842975616455,1.0001499652862549,1.0016920566558838,147107216422
2021-02-13,USDT,1.0017019510269165,1.0020649433135986,0.9999399781227112,1.0008280277252197,153120142052
2021-02-14,USDT,1.000802993774414,1.0012279748916626,1.0001180171966553,1.0007460117340088,138353850761
2021-02-15,USDT,1.0007870197296143,1.000993013381958,0.9996939897537231,1.000249981880188,162693579145
2021-02-16,USDT,1.000262975692749,1.000596046447754,0.9994109869003296,1.0004030466079712,141032763591
2021-02-17,USDT,1.0003410577774048,1.0012719631195068,0.9998030066490173,1.0003700256347656,139150324868
2021-02-18,USDT,1.0003620386123657,1.0007879734039307,0.9995309710502625,1.0000189542770386,94966568287
2021-02-19,USDT,1.0000449419021606,1.0006979703903198,0.9991909861564636,1.0002009868621826,113649609569
2021-02-20,USDT,1.0002280473709106,1.000535011291504,0.9994959831237793,1.000067949295044,137486320908
2021-02-21,USDT,1.0000799894332886,1.000825047492981,0.9997659921646118,1.000331997871399,102446076715
2021-02-22,USDT,1.0003119707107544,1.0004730224609375,0.9989780187606812,1.0001109838485718,169690403440
2021-02-23,USDT,1.000167965888977,1.0005420446395874,0.9974129796028137,1.0000319480895996,195964923867
2021-02-24,USDT,0.9999949932098389,1.0008820295333862,0.999538004398346,1.0007569789886475,129007383618
2021-02-25,USDT,1.0007460117340088,1.0012069940567017,0.9997950196266174,1.0001490116119385,105464333625
2021-02-26,USDT,1.0000749826431274,1.000378966331482,0.9987260103225708,0.9999939799308777,124624106848
2021-02-27,USDT,0.9999600052833557,1.00131094455719,0.9993739724159241,1.0011780261993408,94710037977
2021-02-28,USDT,1.001220941543579,1.0024839639663696,1.0008330345153809,1.00211501121521,106489914975
2021-03-01,USDT,1.0020869970321655,1.0023319721221924,1.0004090070724487,1.0004090070724487,96252860017
2021-03-02,USDT,1.000417947769165,1.001062035560608,1.0002919435501099,1.0010219812393188,92797362841
2021-03-03,USDT,1.001039981842041,1.0010989904403687,0.9999780058860779,1.0004169940948486,94786928488
2021-03-04,USDT,1.00039803981781,1.000859022140503,0.9995899796485901,1.000074028968811,103244765110
2021-03-05,USDT,1.0000519752502441,1.0009219646453857,0.9998390078544617,1.0008189678192139,87483469989
2021-03-06,USDT,1.0007820129394531,1.0009510517120361,0.9992820024490356,1.000190019607544,66739320404
2021-03-07,USDT,1.0001269578933716,1.0005970001220703,1.0000050067901611,1.0003180503845215,70107811561
2021-03-08,USDT,1.0003130435943604,1.0007870197296143,1.0001410245895386,1.000432014465332,88859705060
2021-03-09,USDT,1.000419020652771,1.0008419752120972,1.000120997428894,1.0006680488586426,95447392493
2021-03-10,USDT,1.0006810426712036,1.0009490251541138,1.0001989603042603,1.000525951385498,94996172814
2021-03-11,USDT,1.000599980354309,1.0006940364837646,0.9999319911003113,1.0005830526351929,93576067866
2021-03-12,USDT,1.0005539655685425,1.0006990432739258,0.9998810291290283,1.0003429651260376,99392797660
2021-03-13,USDT,1.0003620386123657,1.0007799863815308,0.9992859959602356,0.999845027923584,105301861825
2021-03-14,USDT,0.9998300075531006,1.0003429651260376,0.9994739890098572,0.9997910261154175,83527066354
2021-03-15,USDT,0.9998350143432617,1.00101900100708,0.9994059801101685,1.0003739595413208,110958014435
2021-03-16,USDT,1.000359058380127,1.0007230043411255,0.9992160201072693,1.0000580549240112,101176062799
2021-03-17,USDT,1.0000369548797607,1.002316951751709,0.9990829825401306,0.9990829825401306,94297363539
2021-03-18,USDT,0.9990310072898865,1.0014690160751343,0.9987000226974487,1.0009249448776245,87360030730
2021-03-19,USDT,1.0009679794311523,1.0040730237960815,1.0003950595855713,1.0026320219039917,78992617747
2021-03-20,USDT,1.0027660131454468,1.0041040182113647,1.0016100406646729,1.0022300481796265,78910215980
2021-03-21,USDT,1.0022640228271484,1.0029319524765015,0.999538004398346,1.0012799501419067,75434025575
2021-03-22,USDT,1.0011359453201294,1.0040589570999146,0.9989550113677979,1.0018110275268555,86052511859
2021-03-23,USDT,1.0018110275268555,1.0024440288543701,1.0003650188446045,1.001194953918457,87718238071
2021-03-24,USDT,1.0010240077972412,1.0023200511932373,0.9997190237045288,1.0013010501861572,97177670255
2021-03-25,USDT,1.0012420415878296,1.0015339851379395,0.9997249841690063,1.0010160207748413,97273950074
2021-03-26,USDT,1.0010329484939575,1.002558946609497,0.9995599985122681,1.001222014427185,82935770974
2021-03-27,USDT,1.0012860298156738,1.0019340515136719,0.9998720288276672,1.000601053237915,73586222744
2021-03-28,USDT,1.0005029439926147,1.002413034439087,1.000082015991211,1.0006070137023926,69313550904
2021-03-29,USDT,1.0006389617919922,1.0006760358810425,0.9992589950561523,0.9997590184211731,80873581836
2021-03-30,USDT,0.9998040199279785,1.0010000467300415,0.9990050196647644,1.0008959770202637,82702790409
2021-03-31,USDT,1.000815987586975,1.0024529695510864,0.9993780255317688,1.0000200271606445,111253962206
2021-04-01,USDT,0.999983012676239,1.0015449523925781,0.9997149705886841,1.0004639625549316,108310288784
2021-04-02,USDT,1.0006150007247925,1.0023239850997925,0.9984229803085327,1.0005760192871094,103736039046
2021-04-03,USDT,1.0005079507827759,1.0032609701156616,0.9980469942092896,1.0030850172042847,109584392991
2021-04-04,USDT,1.0031449794769287,1.0115159749984741,1.001081943511963,1.0034019947052002,99459708393
2021-04-05,USDT,1.0034379959106445,1.00485098361969,0.9997860193252563,1.0002540349960327,132303093446
2021-04-06,USDT,1.0001059770584106,1.002012014389038,0.9995239973068237,1.0016800165176392,145941395057
2021-04-07,USDT,1.0016069412231445,1.0025889873504639,1.0003700256347656,1.0018550157546997,161005666625
2021-04-08,USDT,1.0018830299377441,1.0018830299377441,1.0001440048217773,1.0001670122146606,100309980611
2021-04-09,USDT,1.0006599426269531,1.0017540454864502,1.000241994857788,1.0010980367660522,86500025530
2021-04-10,USDT,1.001109004020691,1.0021589994430542,0.9974039793014526,1.0004689693450928,111560200798
2021-04-11,USDT,1.0005240440368652,1.0025830268859863,0.9986940026283264,1.0021770000457764,100277986732
2021-04-12,USDT,1.0021610260009766,1.0022350549697876,0.9989410042762756,0.9999369978904724,106711464727
2021-04-13,USDT,1.0000189542770386,1.001296043395996,0.9988290071487427,0.9992750287055969,137132738350
2021-04-14,USDT,0.9992349743843079,1.0026429891586304,0.9990119934082031,1.0015900135040283,172073450566
2021-04-15,USDT,1.0014959573745728,1.0036959648132324,1.0005079507827759,1.000877022743225,134206127794
2021-04-16,USDT,1.0010859966278076,1.0039149522781372,1.0000929832458496,1.0023449659347534,232378434390
2021-04-17,USDT,1.0024340152740479,1.0118680000305176,0.9995489716529846,1.0115300416946411,178501336545
2021-04-18,USDT,1.011404037475586,1.0280450582504272,0.9998000264167786,1.0001039505004883,226468468195
2021-04-19,USDT,0.9999529719352722,1.0002000331878662,0.9998000264167786,0.9998649954795837,169646878924
2021-04-20,USDT,0.9999359846115112,1.0002000331878662,0.999800980091095,0.9999380111694336,171214521691
2021-04-21,USDT,1.0000920295715332,1.0002000331878662,0.9998019933700562,0.9999319911003113,130529572776
2021-04-22,USDT,0.9999439716339111,1.0001989603042603,0.9998000264167786,1.0000900030136108,166853483576
2021-04-23,USDT,0.9999459981918335,1.0002000331878662,0.999800980091095,1.0001620054244995,200928310345
2021-04-24,USDT,1.0001380443572998,1.0001989603042603,0.9998000264167786,0.999908983707428,105265165685
2021-04-25,USDT,1.0001360177993774,1.0002000331878662,0.9998000264167786,0.9999340176582336,91733321074
2021-04-26,USDT,1.000154972076416,1.0002000331878662,0.9998000264167786,1.0000419616699219,114746493323
2021-04-27,USDT,0.9998409748077393,1.0002000331878662,0.9998000264167786,1.0000619888305664,100848882802
2021-04-28,USDT,1.000162959098816,1.0002000331878662,0.999800980091095,1.0000519752502441,107174178546
2021-04-29,USDT,0.999813973903656,1.0001989603042603,0.999800980091095,0.999966025352478,93716158086
